,OLMAR
532,1.0574761997732396
533,1.067617131358598
534,1.0993439190626269
535,1.0886677324515177
536,1.0927103580610802
537,1.1010132160115231
538,1.1117387910677674
539,1.0920324029909374
540,1.07991390090701
541,1.06965245705338
542,1.0876236625407072
543,1.0750544417900425
544,1.0704511221437816
545,1.0607418767407315
546,1.0653860468627647
547,1.0768292981369318
548,1.0731826388995254
549,1.086635170110619
550,1.0879397508825033
551,1.092300584928306
552,1.1035667501973567
553,1.0996695193882773
554,1.0889755376981343
555,1.095930137315851
556,1.0815293831577915
557,1.1019486196159873
558,1.1006413026270168
559,1.0776186136894006
560,1.0655101362148012
561,1.0793582812691953
562,1.0809928362930359
563,1.0711775481851662
564,1.0676720377810054
565,1.065165267189257
566,1.0649768741457228
567,1.056311045958098
568,1.0422218042568265
569,1.0443934395041148
570,1.0494295684012807
571,1.043283712581095
572,1.014917158685815
573,1.0324534418288205
574,1.0313703923966546
575,1.0363518228938446
576,1.037864995307492
577,1.0317493785088658
578,1.0322291370709207
579,1.0397013009392722
580,1.0452377220423201
581,1.0494446931474057
582,1.0353500825898299
583,1.0470676787825313
584,1.031629574719347
585,1.0506195350715868
586,1.0598052832347824
587,1.068347356407457
588,1.065764661256295
589,1.0780804914874846
590,1.0724335630238986
591,1.0704724389131102
592,1.0553558153459468
593,1.0585559179987094
594,1.0646459798733423
595,1.0676143044464876
596,1.0749969897382934
597,1.0707025581701655
598,1.0725978733567687
599,1.0896103191378037
600,1.0986582110935192
601,1.0872039618215619
602,1.073866987671193
603,1.08992841969851
604,1.0871271165439746
605,1.0989489041799452
606,1.0903976684646188
607,1.0829670880517852
608,1.0903080935762528
609,1.0942368043059432
610,1.0959147694524631
611,1.0824874767020587
612,1.0863901647447773
613,1.0988638387556502
614,1.1042327698158965
615,1.1007364593807198
616,1.1027677803215141
617,1.0885095218076701
618,1.0927966994041733
619,1.0852762792040944
620,1.077537695531217
621,1.063281203001767
622,1.0489496943690737
623,1.0397326870338974
624,1.0134384415006337
625,1.0145667066280468
626,1.021169018647024
627,1.0145190502271655
628,1.0158589002170069
629,1.0090174259689657
630,1.0100641463864706
631,1.0051294778894622
632,1.0051800354956917
633,0.9952700362058559
634,1.001394166716039
635,1.001309273246157
636,1.0027285358655809
637,0.9864229502933095
638,0.9843024754374085
639,0.9786408063518189
640,0.9763323855514937
641,0.9826236031918946
642,0.9922501549147386
643,1.0064760709405653
644,1.007487521423147
645,1.0136883878893137
646,1.0074977320659158
647,0.9988498745789621
648,0.9931328224793236
649,1.0022419286238888
650,1.00671593240106
651,1.0042303344014432
652,0.9741020956669204
653,0.97356732607024
654,0.9859926061479778
655,0.9977850573404902
656,0.9943941839075203
657,0.9871691172072359
658,0.9912189106753264
659,0.9856489124319299
660,0.9753985478908593
661,0.9733715581959964
662,0.9587825374081907
663,0.9695017458898684
664,0.9661050329801545
665,0.9519529725986766
666,0.9436786632592893
667,0.935626708811827
668,0.9300170740963645
669,0.9148822957171263
670,0.928157583107762
671,0.9259034761574758
672,0.9398758830192983
673,0.9409726260686548
674,0.9509193409667023
675,0.9478295908694301
676,0.9415259881088107
677,0.9482979589237793
678,0.9394974424844803
679,0.946620499834368
680,0.936984417007955
681,0.9376040422815869
682,0.9350482136968411
683,0.9466113368912583
684,0.9495624437373925
685,0.9469669106382531
686,0.9530693337681608
687,0.9749022409301021
688,0.9756301009901059
689,0.9683781540211533
690,0.966812800788694
691,0.9636904533959332
692,0.9640029324750701
693,0.9834442690958513
694,0.9794254448095548
695,0.9789343981879487
696,0.9907973225686213
697,0.9841267107171424
698,0.9805680157725618
699,0.9688926078537728
700,0.9785495084276503
701,0.9973106615869461
702,0.9978770562974046
703,1.0161295144885383
704,1.0248622234693434
705,1.02008690931301
706,1.0161222201683267
707,1.013391390343571
708,1.015917797205588
709,1.0173354069168772
710,1.0264179432833682
711,1.041206602635652
712,1.0383016445225557
713,1.0314580441927261
714,1.0333377189380752
715,1.0311212661194438
716,1.0336339560356187
717,1.0232191349579765
718,1.0231548482940518
719,1.0182270272977474
720,1.0146699728030373
721,1.0127053601791616
722,1.0182246889482556
723,1.0207724869376018
724,1.0332177768061532
725,1.0402849159544794
726,1.0293054217306956
727,1.0301944061824264
728,1.0328933220838363
729,1.0193102841994037
730,1.0006893786427102
731,1.0133337217688092
732,1.0203395448288666
733,1.0321691324984632
734,1.0221868989903828
735,1.0294631848888742
736,1.0312699697700147
737,1.008540681753885
738,0.9924878570213714
739,0.9863334050192282
740,0.9848004337905467
741,0.996757182165945
742,0.991703652906131
743,0.9773930864549826
744,0.971794391250278
745,0.9775467793166314
746,0.9673946469009077
747,0.9691727727148335
748,0.9693697987336826
749,0.9696342187651165
750,0.9920080565400949
751,0.9982233585721161
752,0.9811987263265429
753,0.9789618003787485
754,0.9861718133488538
755,0.9773454499001719
756,0.9684476497540865
757,0.9776270870299953
758,0.9816025290522666
759,0.9701624185057434
760,0.9668940758497381
761,0.9754684910788375
762,0.9889328634108614
763,0.9950277514468294
764,1.0023799344796067
765,1.022176457126095
766,1.0028006166679337
767,1.003341324101646
768,0.9954791898535116
769,0.98302860659475
770,1.0000555747658766
771,1.0116306143619151
772,0.9881546355289192
773,0.9650470989403448
774,0.9846498032877654
775,0.988803112690402
776,0.9804213929253522
777,1.008069501604889
778,1.0086925561792142
779,0.9905717193395392
780,0.9970462830866627
781,1.0003196719383767
782,1.0034228056704455
783,0.9911129979662021
784,0.9949746446263494
785,0.9967785453152137
786,0.9706808366697126
787,0.9670456007598915
788,0.9723431290717571
789,0.9706164010165554
790,0.9701393405594381
791,0.9657190198454211
792,0.9653106288535684
793,0.9793389684860464
794,0.9818157749865392
795,0.9739129946773346
796,0.9634873149378979
797,0.97005450640751
798,0.974468351146339
799,0.9875032815012263
800,0.9847866569698207
801,0.9842068281905089
802,0.9820715772353388
803,0.9809926286987671
804,0.9782051019614992
805,0.9741807147561061
806,0.9849105955300114
807,0.9810860100882041
808,0.9775011278763571
809,0.9949727215591132
810,1.0021364409151412
811,1.005264724784607
812,1.0109222824187774
813,0.9997726522040792
814,1.0002069275714762
815,1.000445540442961
816,1.0133176101074437
817,1.0020329659708864
818,0.9976618594442763
819,0.9795430152549932
820,0.960002905894167
821,0.9698849610396257
822,0.9881838972145266
823,0.9775125765267735
824,0.9733334927598115
825,0.9702916309463796
826,0.9542873610380112
827,0.9594540212606353
828,0.9560971034752581
829,0.9609146143511041
830,0.952978816994169
831,0.9519973000359028
832,0.9441800698706195
833,0.9545347248431871
834,0.9558086654331509
835,0.9552423302196993
836,0.9497749634214231
837,0.9509361763409222
838,0.9695897752725403
839,0.9658602753853633
840,0.9652703159196235
841,0.9480572664726886
842,0.9426035349433382
843,0.9561748108997236
844,0.9564562136230006
845,0.9511931477326093
846,0.9376920902274607
847,0.9400926115760191
848,0.9404759551610203
849,0.9380330935479623
850,0.9159018523234032
851,0.9126148882813384
852,0.8951729983159914
853,0.90178810115519
854,0.9006632395943787
855,0.8899073164871149
856,0.9025015709129351
857,0.8908877640116358
858,0.8968872492571054
859,0.8818804628068551
860,0.8982057630999578
861,0.915453395212946
862,0.9003891656708491
863,0.8960833581741582
864,0.8954971514861182
865,0.8864093979476912
866,0.8944435231357801
867,0.9059258699778769
868,0.8986051370701753
869,0.8891877711890842
870,0.8983370725316328
871,0.8882700354120444
872,0.8984409510403083
873,0.8906243966315202
874,0.896625050881743
875,0.8920878053154988
876,0.8858139204777463
877,0.8738052419902664
878,0.8841885785032519
879,0.8948680933901885
880,0.897487720256199
881,0.8930510223519301
882,0.9066052874458913
883,0.889462275723694
884,0.8824077922850939
885,0.8803945804977243
886,0.8717194988619146
887,0.8935011736022352
888,0.8888580103579127
889,0.895550665860419
890,0.8933556637818939
891,0.8746395564260144
892,0.8810293873310577
893,0.8789909258620512
894,0.8624144022462054
895,0.8713133373357209
896,0.8738685902961215
897,0.8736706548830477
898,0.8635511210978611
899,0.8626111539127284
900,0.8745329341289774
901,0.8759372258887679
902,0.8746447875193943
903,0.887782169716154
904,0.8967666858445389
905,0.9145183433453828
906,0.9247818055678249
907,0.9216079215845371
908,0.9357837773660602
909,0.9398819066873366
910,0.942482328402478
911,0.9362859897813751
912,0.9318292815073572
913,0.9311524720096137
914,0.9399807112019051
915,0.9288976436075951
916,0.9315007166249846
917,0.9414087128365951
918,0.9462220790494369
919,0.950611284886942
920,0.9639314352361847
921,0.9508518195571145
922,0.9508301977841169
923,0.9505719907745387
924,0.9569109623454877
925,0.9552493733124497
926,0.9603907585255932
927,0.9638282345779805
928,0.9647349760217099
929,0.9623215658544031
930,0.9686825958640308
931,0.9549036808692565
932,0.9587596608629898
933,0.9526952468278208
934,0.9572071857041518
935,0.9371621891764848
936,0.925580808702568
937,0.9184543074844851
938,0.8993759452676904
939,0.9000067160603125
940,0.8937779828668546
941,0.9135371834593469
942,0.9137275951900079
943,0.9266814853167773
944,0.9173447592294103
945,0.9164714488963284
946,0.9254186055185328
947,0.9239206967978801
948,0.9358091737969391
949,0.9484361885789088
950,0.9462165373621565
951,0.9571203312674157
952,0.9812122593905837
953,0.9869528760837254
954,0.9793883958721681
955,0.9698293531883682
956,0.9841644858780482
957,0.9732264367948938
958,0.9609629548682548
959,0.956477515926693
960,0.9550955343712503
961,0.9623834225167687
962,0.9671862360767498
963,0.9716646282359942
964,0.9799297753261533
965,0.9751130611578707
966,0.9665641616221017
967,0.9494845810109129
968,0.939259229122707
969,0.9548880885613777
970,0.9575979361206545
971,0.9692338378493367
972,0.9618562675558694
973,0.9534616897546944
974,0.9596252777557507
975,0.9640517169255928
976,0.9529129255293038
977,0.9469761184633868
978,0.9434561167380824
979,0.9568457569331377
980,0.9524751930207243
981,0.948131543933904
982,0.9467198857237182
983,0.9390422054498777
984,0.9211595164419581
985,0.9137335979761655
986,0.9106937743564214
987,0.8988539209691104
988,0.903867658765872
989,0.9069508614924532
990,0.91730392118685
991,0.911499855846049
992,0.9162053347463244
993,0.9053002313051569
994,0.8984227920971735
995,0.9041831810551567
996,0.8993901973157297
997,0.9063133425573715
998,0.8967395855651751
999,0.8773659333170666
