1.28166E+17,Write,3213955072
1.28166E+17,Write,3154137088
1.28166E+17,Write,3240361984
1.28166E+17,Write,2436009984
1.28166E+17,Write,59453765120
1.28166E+17,Write,59453765632
1.28166E+17,Write,59453766144
1.28166E+17,Write,59453766656
1.28166E+17,Write,59453765632
1.28166E+17,Write,59453766144
1.28166E+17,Write,59453766144
1.28166E+17,Write,59453766656
1.28166E+17,Write,59453766144
1.28166E+17,Write,59453766656
1.28166E+17,Write,59453766144
1.28166E+17,Write,59453766656
1.28166E+17,Write,59453766656
1.28166E+17,Write,59453767168
1.28166E+17,Write,59453767168
1.28166E+17,Write,59453767680
1.28166E+17,Write,59453767168
1.28166E+17,Write,59453767680
1.28166E+17,Write,59453767168
1.28166E+17,Write,59453767680
1.28166E+17,Write,59453768192
1.28166E+17,Write,59453767680
1.28166E+17,Write,59453768704
1.28166E+17,Write,59453769216
1.28166E+17,Write,59453768704
1.28166E+17,Write,59453769216
1.28166E+17,Write,59453768192
1.28166E+17,Write,59453768704
1.28166E+17,Write,59453768192
1.28166E+17,Write,59453768704
1.28166E+17,Write,59453768192
1.28166E+17,Write,59453768704
1.28166E+17,Write,59453769216
1.28166E+17,Write,59453768704
1.28166E+17,Write,59453769728
1.28166E+17,Write,59453769216
1.28166E+17,Write,59453769728
1.28166E+17,Write,59453769216
1.28166E+17,Write,59453769728
1.28166E+17,Write,59453770240
1.28166E+17,Write,59453769728
1.28166E+17,Write,59453770240
1.28166E+17,Write,59453770240
1.28166E+17,Write,59453770752
1.28166E+17,Write,59453770240
1.28166E+17,Write,59453770752
1.28166E+17,Write,59453770240
1.28166E+17,Write,59453770752
1.28166E+17,Write,59453770240
1.28166E+17,Write,59453770752
1.28166E+17,Write,59453771264
1.28166E+17,Write,59453771264
1.28166E+17,Write,59453770752
1.28166E+17,Write,59453771264
1.28166E+17,Write,59453770752
1.28166E+17,Write,59453771264
1.28166E+17,Write,59453771776
1.28166E+17,Write,59453771776
1.28166E+17,Write,59453771264
1.28166E+17,Write,59453771776
1.28166E+17,Write,59453772288
1.28166E+17,Write,59453771776
1.28166E+17,Write,59453772288
1.28166E+17,Write,59453772288
1.28166E+17,Write,59453772800
1.28166E+17,Write,59453772800
1.28166E+17,Write,59453773312
1.28166E+17,Write,59453772800
1.28166E+17,Write,59453773312
1.28166E+17,Write,59453772800
1.28166E+17,Write,59453773312
1.28166E+17,Write,59453772800
1.28166E+17,Write,59453773312
1.28166E+17,Write,59453773824
1.28166E+17,Write,59453773312
1.28166E+17,Write,59453773824
1.28166E+17,Write,59453774336
1.28166E+17,Write,59453773824
1.28166E+17,Write,59453774336
1.28166E+17,Write,59453773824
1.28166E+17,Write,59453774336
1.28166E+17,Write,59453774848
1.28166E+17,Write,59453774336
1.28166E+17,Write,59453774848
1.28166E+17,Write,59453774336
1.28166E+17,Write,59453774848
1.28166E+17,Write,59453775360
1.28166E+17,Write,59453774848
1.28166E+17,Write,59453775360
1.28166E+17,Write,59453774848
1.28166E+17,Write,59453775360
1.28166E+17,Write,59453774848
1.28166E+17,Write,59453775360
1.28166E+17,Write,59453775872
1.28166E+17,Write,59453775360
1.28166E+17,Write,59453775872
1.28166E+17,Write,59453775360
1.28166E+17,Write,59453775872
1.28166E+17,Write,59453776384
1.28166E+17,Write,59453775872
1.28166E+17,Write,59453776384
1.28166E+17,Write,59453776896
1.28166E+17,Write,59453776384
1.28166E+17,Write,59453776896
1.28166E+17,Write,59453776384
1.28166E+17,Write,59453776896
1.28166E+17,Write,59453776896
1.28166E+17,Write,59453777408
1.28166E+17,Write,59453776896
1.28166E+17,Write,59453777408
1.28166E+17,Write,59453776384
1.28166E+17,Write,59453777920
1.28166E+17,Write,59453776896
1.28166E+17,Write,59453777408
1.28166E+17,Write,59453777920
1.28166E+17,Write,59453777408
