0wardCODE 1BoroughID 2ME16 3ME12 4education 5age 6gender 7longitude 8latitude 9income(£1000) 10size
E05000098 2 0.64674983585 0.527073078379 2.8195037717 42.5149630128 0.508757637475 -0.213773173732 51.5351834762 42.88 12275.0 
E05000099 2 0.53703129842 0.607942238267 2.19523902821 45.312306193 0.510026452769 -0.27297274348 51.5923322533 35.11 11719.0 
E05000100 2 0.832848837209 0.856091277144 1.82820439076 43.8002183406 0.532297273832 -0.266881123549 51.542005232 25.8 11518.0 
E05000101 2 0.641445126108 0.691973111902 2.32933194154 43.7281597254 0.490310245937 -0.314942197348 51.5561992309 33.53 11507.0 
E05000102 2 0.67197875166 0.67434595861 2.2877315974 43.2558139535 0.472736410085 -0.278459531904 51.5537290965 33.13 11939.0 
E05000103 2 0.62510495382 0.623605150215 2.02540937324 44.9149801587 0.509496993414 -0.257808425289 51.5665719967 31.62 10477.0 
E05000104 2 0.64746835443 0.726636475916 2.1834207765 43.0841371919 0.469502819067 -0.29725934871 51.5499856641 31.04 11706.0 
E05000105 2 0.736231884058 0.740482822656 2.37018949013 40.6725873298 0.50179007323 -0.234956033472 51.5455224009 31.39 12290.0 
E05000285 3 0.317820206842 0.323608617594 2.47423459745 47.5647101713 0.51489660007 -0.310046239638 51.6044480911 42.38 8559.0 
E05000286 3 0.312789454934 0.217795484728 2.5047786444 50.4781246737 0.528322880842 -0.305701288626 51.6230073852 39.89 9886.0 
E05000287 3 0.524977698483 0.610187110187 2.13935268431 44.7344528083 0.50745272525 -0.279606788964 51.6031354994 33.6 8990.0 
E05000288 3 0.543161978661 0.514076576577 2.80649466192 41.9706940874 0.499011271505 -0.332018076827 51.5821156173 37.55 10114.0 
E05000289 3 0.47956787224 0.445504771472 2.65092570893 45.80207502 0.495594474056 -0.339916666828 51.5682852133 39.63 9193.0 
E05000290 3 0.382110091743 0.399004975124 2.27835051546 49.4457845572 0.527951724923 -0.346955503925 51.6144415337 36.94 8783.0 
E05000291 3 0.294709388972 0.26881270903 2.58070665989 51.4975460123 0.53304751697 -0.371344777448 51.6101235306 42.35 8397.0 
E05000292 3 0.383720930233 0.33970856102 2.69782056425 49.3748704663 0.512797992472 -0.364073517596 51.5943140746 44.47 7970.0 
E05000293 3 0.548526863085 0.55098133078 2.69912641316 45.6984760522 0.515179713854 -0.351090999075 51.5867785178 39.09 8597.0 
E05000294 3 0.513638465095 0.639643861293 2.07565533351 45.4081074655 0.50723811695 -0.29513862062 51.590409159 32.88 8773.0 
E05000295 3 0.385903426791 0.443917169974 2.35639097744 47.0513810861 0.511549295775 -0.316149255625 51.5907469275 38.4 8875.0 
E05000296 3 0.610889774236 0.636363636364 2.42057977959 43.8351829469 0.491335587489 -0.334419057519 51.5928687051 34.45 9464.0 
E05000297 3 0.323856613103 0.242614145031 2.66689080151 51.2553465602 0.530540574439 -0.389459334517 51.6031820653 43.95 7973.0 
E05000298 3 0.322015725518 0.267036450079 2.80100822499 50.5496361746 0.523995958575 -0.385160065961 51.5858360423 49.42 7918.0 
E05000299 3 0.512364425163 0.596548507463 2.205 45.3680890112 0.508719973676 -0.296348777391 51.5982241828 35.03 9117.0 
E05000300 3 0.466057959508 0.46482635797 2.56228824603 47.3670148166 0.500645615683 -0.375847571896 51.5738177574 40.31 8519.0 
E05000301 3 0.608908868002 0.658245291686 2.20258930712 44.417687681 0.518319544429 -0.367741730594 51.5660893201 32.13 9307.0 
E05000302 3 0.584980237154 0.640221402214 2.25465024889 45.7580528846 0.502784222738 -0.364475987545 51.5596298727 35.11 8620.0 
E05000303 3 0.276714513557 0.225411764706 2.33337345048 51.8873579056 0.534342647223 -0.324803353121 51.6181365415 39.21 8983.0 
E05000304 3 0.603009859886 0.647739801544 2.12137657181 44.8126553953 0.512244654163 -0.337102858664 51.5998324487 32.08 8371.0 
E05000305 3 0.518721076988 0.501005025126 2.61776746725 46.4963106796 0.511834690044 -0.357331890942 51.577802656 40.21 7985.0 
E05000043 4 0.478301592257 0.394791666667 2.38135738832 48.327890375 0.526555023923 -0.144885671661 51.6285859532 39.8 12540.0 
E05000044 4 0.677377892031 0.679419525066 1.983918637 44.104270266 0.539389799636 -0.259677524837 51.6035273486 29.4 13176.0 
E05000045 4 0.434556574924 0.360465116279 2.72887786371 44.4227347611 0.52237100971 -0.202630122003 51.5650861104 38.96 15757.0 
E05000046 4 0.670601675552 0.709543568465 2.29868016634 41.8804903792 0.511595439386 -0.245584591508 51.5940524302 30.17 12893.0 
E05000047 4 0.604244694132 0.484256243214 2.58901438206 44.4987694201 0.512189683366 -0.151851602535 51.61119411 38.09 13454.0 
E05000048 4 0.454913880446 0.363467951093 2.40630925702 47.6894544245 0.524909164312 -0.161040122404 51.6467384922 39.87 12385.0 
E05000049 4 0.661556262655 0.540060341938 2.80757016565 45.4915295851 0.53004902736 -0.168991877155 51.5950881265 41.16 12646.0 
E05000050 4 0.264371257485 0.246148908858 2.42379443858 47.5455613358 0.52743162324 -0.281722935807 51.6263525978 38.41 12358.0 
E05000051 4 0.283971159179 0.205798024849 2.84451515955 47.8350626712 0.52034416211 -0.201242406216 51.5962865978 45.03 12436.0 
E05000052 4 0.240483066422 0.137044362814 3.13465242514 48.6213600334 0.541579202325 -0.183324350548 51.5809991166 53.09 12386.0 
E05000053 4 0.294793995529 0.253830083565 2.50675385012 45.3340662793 0.524007561437 -0.212712232077 51.5748020264 40.8 13225.0 
E05000054 4 0.377375036539 0.34302709848 2.40562248996 47.2508195411 0.528769457136 -0.256759980646 51.6261128251 38.59 12913.0 
E05000055 4 0.281951219512 0.23928077455 2.69606818365 43.486272516 0.510226798386 -0.224379666425 51.5911333917 38.53 14374.0 
E05000056 4 0.423263327948 0.310615199035 2.68426086957 49.7237043331 0.528885946035 -0.212538918467 51.6549208886 43.94 12082.0 
E05000057 4 0.353144989339 0.325668116843 2.62457633798 47.1858534008 0.529170931423 -0.224657036566 51.613847165 41.92 13678.0 
E05000058 4 0.368544600939 0.2849002849 2.5805923885 49.0088392262 0.526264748667 -0.170697233648 51.6343185702 41.67 12374.0 
E05000059 4 0.32385620915 0.219426974144 2.7765332354 49.3992292196 0.531630481056 -0.20118092682 51.6298507588 46.15 11745.0 
E05000060 4 0.518829754124 0.43146826887 2.19742939582 49.3067406143 0.537880032868 -0.218680759683 51.6442075392 37.04 12170.0 
E05000061 4 0.540558510638 0.432959884351 2.87515720634 44.9965846464 0.522303995194 -0.187392918549 51.6071626422 42.05 13316.0 
E05000062 4 0.445097319133 0.44749034749 2.40967825861 43.6242043101 0.506267512166 -0.235355073779 51.5783654416 35.09 13562.0 
E05000063 4 0.563909774436 0.490405117271 2.59317690398 46.3622342019 0.523008018493 -0.171759602585 51.6109544651 38.22 13843.0 
E05000128 5 0.50951986755 0.349707075259 3.22405009552 44.3403281949 0.526840119934 -0.166582606753 51.5461041205 52.68 10339.0 
E05000129 5 0.679677819083 0.498596294217 3.09382252183 37.7643101239 0.476176265791 -0.131442890792 51.5219902809 40.34 10053.0 
E05000130 5 0.674114021572 0.54186228482 2.97037572254 43.4045763882 0.501529636711 -0.149101248678 51.5403126457 45.84 10460.0 
E05000131 5 0.815990357573 0.669234254644 2.81811255034 41.0202550638 0.51761462269 -0.133721129273 51.545056605 39.06 9793.0 
E05000132 5 0.611388196176 0.458891867739 3.1261393046 42.1674651336 0.503528689782 -0.201656952309 51.5530957188 46.8 9777.0 
E05000133 5 0.377145659637 0.24708994709 3.3216903344 45.5513536743 0.523888314374 -0.183827223682 51.5545987016 60.31 9670.0 
E05000134 5 0.755870445344 0.617738359202 2.61804878049 45.3855847368 0.525483503982 -0.156245841418 51.5528833676 39.99 8790.0 
E05000135 5 0.484569322893 0.320439350525 3.38818171202 47.7360925679 0.515360227397 -0.174063195187 51.560292972 62.84 9147.0 
E05000136 5 0.782854832188 0.643331856447 2.55028991971 43.2477961729 0.537136373014 -0.153515493036 51.5466473494 35.73 9694.0 
E05000137 5 0.717659883721 0.572390572391 2.94952981788 48.1267754431 0.544479927007 -0.155199748032 51.5645273885 47.84 8768.0 
E05000138 5 0.732045359093 0.604420387912 2.83013043911 41.2046303211 0.464052287582 -0.117732795871 51.5189860239 40.18 11169.0 
E05000139 5 0.836747759283 0.683631921824 2.92059103908 41.8978823529 0.522651234289 -0.140237542767 51.5514783102 41.23 11059.0 
E05000140 5 0.745124113475 0.636406176883 2.60025542784 43.5350979354 0.526380493802 -0.190734191854 51.5403492003 34.73 9761.0 
E05000141 5 0.797947055646 0.654710920771 2.79433483963 37.0533217731 0.507387677153 -0.121274413354 51.5271381408 32.89 9949.0 
E05000142 5 0.780920219502 0.654650645305 2.53346418057 40.0978098091 0.487494397131 -0.14254524078 51.5307707866 34.26 11155.0 
E05000143 5 0.851467430208 0.747495826377 2.19993876301 40.9139471639 0.525925238846 -0.130290609348 51.535314063 30.5 10781.0 
E05000144 5 0.53966296753 0.364299610895 3.19398241339 43.7729708662 0.53992826128 -0.176691615423 51.5419971057 50.34 10594.0 
E05000145 5 0.631414022718 0.466222222222 3.15529387026 40.2317536493 0.52380952381 -0.191675363627 51.5485352172 46.29 10374.0 
E05000026 6 0.796669588081 0.791794871795 2.40780365009 38.3864068973 0.458386547467 0.0779662675217 51.539724021 33.92 9396.0 
E05000027 6 0.625349487418 0.577054794521 1.59692307692 45.2297720798 0.540466766753 0.148265503867 51.5455773461 32.47 7327.0 
E05000028 6 0.703748488513 0.663624511082 1.76524953789 44.0401156942 0.521513173797 0.118940075171 51.5545063704 33.0 8274.0 
E05000029 6 0.614780902551 0.540781357094 1.71796008869 48.2914472748 0.542163718634 0.139988933376 51.5847535741 33.92 7293.0 
E05000030 6 0.512573964497 0.48013029316 1.68277785155 48.1094284962 0.524206800657 0.173581666349 51.5536286665 37.4 7911.0 
E05000031 6 0.735392881128 0.680882352941 1.71771043771 44.3674584021 0.521361243726 0.105669273015 51.535904681 32.87 8169.0 
E05000032 6 0.814073595868 0.78934769599 1.95598178557 40.9857431239 0.507393939394 0.082974103657 51.5324157134 29.48 8250.0 
E05000033 6 0.663166397415 0.638755980861 1.66204835642 45.5113993711 0.542529025745 0.135580877298 51.5360829567 33.25 7924.0 
E05000034 6 0.659744408946 0.622356495468 1.59113712375 46.4975496869 0.551381070821 0.154316205151 51.5575056304 31.34 7639.0 
E05000035 6 0.716545012165 0.615490375802 2.0222396651 45.3481481481 0.508981328291 0.0965684530937 51.5438382026 40.57 8462.0 
E05000036 6 0.663246268657 0.590425531915 1.55204294661 45.3077804843 0.535437430786 0.119183613555 51.5440335458 31.53 7224.0 
E05000037 6 0.629664179104 0.602069614299 1.57225698154 45.8050822123 0.54914621897 0.134948139592 51.5501793095 31.86 6969.0 
E05000038 6 0.697514995716 0.688970588235 1.69155617585 45.2957899012 0.535444357571 0.152959557085 51.5243260187 33.49 7674.0 
E05000039 6 0.77200236267 0.742951907131 1.93595832695 42.0599854757 0.522547523241 0.118571452554 51.5236103939 32.58 7207.0 
E05000040 6 0.679549114332 0.611453744493 1.60517110266 46.2957953543 0.5473967176 0.134163929195 51.5605630607 33.2 7068.0 
E05000041 6 0.625386996904 0.596818810512 1.63950753908 45.5647689216 0.526025641026 0.166280621874 51.5390441881 31.96 7800.0 
E05000042 6 0.592429022082 0.539772727273 1.91360963316 45.6951186983 0.530976863753 0.142164153465 51.5677446302 37.18 7780.0 
E05000475 8 0.722346368715 0.746066196419 2.20991045991 38.8623410378 0.530994460564 0.0723579978425 51.5155213306 34.1 11373.0 
E05000476 8 0.821077600813 0.84224011713 2.12093117001 41.0686247847 0.465912036637 0.0413907630294 51.5310842096 31.63 11573.0 
E05000477 8 0.779179810726 0.783400809717 1.91743892165 41.8135430654 0.497858769932 0.00731026816863 51.522409941 28.91 10975.0 
E05000478 8 0.720636406177 0.686014372582 2.22354460744 39.5868109222 0.489897750511 0.016737061921 51.5124454252 32.87 12225.0 
E05000479 8 0.720542874769 0.71725440806 1.95175079049 41.2052434457 0.516777154513 0.0352059882953 51.5120788398 31.84 9805.0 
E05000480 8 0.815355329949 0.847493036212 2.29718282112 40.1162114537 0.432018094999 0.05183449079 51.5326668613 32.38 11937.0 
E05000481 8 0.843084308431 0.889966555184 2.24249525723 40.4111808791 0.446205250597 0.0512509469545 51.5425544115 32.34 10475.0 
E05000482 8 0.813650306748 0.786905754796 1.94606290901 42.2111165285 0.511082138201 0.0588358169101 51.5247827138 31.43 10738.0 
E05000483 8 0.815300546448 0.783075089392 2.37185835747 40.3468957965 0.486687106665 0.0198049184002 51.5514160011 34.27 12394.0 
E05000484 8 0.825980392157 0.793456838786 2.37690311419 38.8086064937 0.464293577982 0.0200036275733 51.5456928457 34.55 13625.0 
E05000485 8 0.819747769917 0.888564002599 2.22395520896 38.6940477247 0.423701842546 0.0370337798051 51.5418732585 31.57 11940.0 
E05000486 8 0.844134263875 0.870671378092 2.17913185246 39.766831774 0.434466019417 0.0285352158503 51.5400365474 31.08 11536.0 
E05000487 8 0.865992826867 0.859894259819 1.97642455859 40.6672777269 0.479224376731 0.0568851123836 51.5537795476 29.73 11552.0 
E05000488 8 0.861240588024 0.847826086957 2.20258090946 40.525217554 0.454954954955 0.0442624595901 51.5500168654 31.58 11322.0 
E05000489 8 0.822631166797 0.814609141393 2.06542150429 40.8668198529 0.483196219149 0.0231068878438 51.5318394461 30.74 11426.0 
E05000490 8 0.782220496894 0.774317406143 2.06608884074 41.0709917575 0.498815767214 0.0324045333891 51.5240606732 31.75 11822.0 
E05000491 8 0.683925346177 0.608019639935 2.68847266217 37.0711111111 0.478471801092 0.0465101735844 51.5016890158 38.58 8245.0 
E05000492 8 0.761577608142 0.714218233349 2.65965051628 37.201148188 0.474796195652 -0.00606603990949 51.5399851092 35.84 14720.0 
E05000493 8 0.796006144393 0.84956925116 2.20151631689 40.5052600531 0.457779442052 0.0631751859344 51.5363428005 32.33 10682.0 
E05000494 8 0.763427109974 0.77147918512 2.19341523342 40.7220883534 0.481977779662 0.0113868531712 51.5355991765 32.31 11791.0 
E05000573 9 0.857968828557 0.793148880105 2.41424564216 38.9110656536 0.506442113013 -0.0575079275853 51.5312195571 36.23 10866.0 
E05000575 9 0.580961727184 0.579584775087 2.82478932584 36.8970008683 0.477014052267 -0.00656731934402 51.5000350098 43.33 15727.0 
E05000576 9 0.811161387632 0.668214436471 2.47456108922 38.8526278722 0.50870292887 -0.0265776118554 51.5367949217 36.8 11950.0 
E05000577 9 0.772532188841 0.659071367154 2.53099390628 39.9020571078 0.513323572474 -0.0370457267291 51.5313753283 41.0 10245.0 
E05000580 9 0.579950289975 0.719059860448 2.32989880405 39.2526708938 0.480613090307 -0.0263879005461 51.5113054239 36.26 12070.0 
E05000586 9 0.88 0.754373177843 2.36411634828 38.696322986 0.471837164415 -0.0494861244101 51.5111431838 36.36 11398.0 
E05000587 9 0.841666666667 0.7109375 2.64762269939 36.4053621941 0.461018115111 -0.0716371325957 51.5190140921 39.91 8722.0 
E05000584 9 0.870319274734 0.812777587974 2.06700937951 40.5183878649 0.499916429885 -0.0434133080906 51.5170009369 32.93 11966.0 
E05000585 9 0.564523483812 0.505451373746 3.00869298425 39.4967634366 0.447659574468 -0.0640429569448 51.50673636 50.77 10575.0 
E05000588 9 0.833030027298 0.725635103926 2.52716668372 38.826671943 0.479409842189 -0.0701699076041 51.5261667811 37.76 10709.0 
E05000589 9 0.824140401146 0.772800645682 2.66372084548 36.1746059545 0.450082101806 -0.0622130580675 51.5154882727 37.6 12180.0 
E05000146 10 0.601508916324 0.509730538922 2.50273045888 43.5583630445 0.500074827896 -0.081628652897 51.3807566314 38.07 13364.0 
E05000147 10 0.45752465797 0.404409107336 2.12601742794 48.001223875 0.521802062602 -0.0582813200975 51.3842087183 38.6 11054.0 
E05000148 10 0.735601212529 0.733451957295 2.23571758191 44.7573887344 0.518921634293 -0.106398999294 51.3971080051 33.53 11944.0 
E05000149 10 0.739993595901 0.746488764045 2.11016382481 42.1816323321 0.510099872344 -0.116079567779 51.3796545473 31.0 13317.0 
E05000150 10 0.257318952234 0.220588235294 2.22735210653 52.1295080202 0.530095258034 -0.123513974188 51.3049733363 42.66 9553.0 
E05000151 10 0.298793470546 0.238980994743 2.41814892976 49.7722673079 0.515800697945 -0.142446218903 51.3220015405 46.61 10316.0 
E05000152 10 0.435185185185 0.342326559215 2.66071729247 45.1093300452 0.504830535318 -0.0884645406642 51.3551848514 42.26 12628.0 
E05000153 10 0.491825158492 0.394157493649 2.74722107863 43.637808642 0.491327751196 -0.0859039440985 51.3709187824 39.13 13376.0 
E05000154 10 0.654436860068 0.637043189369 1.42510460251 45.0947634424 0.568512341561 -0.0178966214497 51.3534987568 26.72 7495.0 
E05000155 10 0.329846582985 0.254200929567 2.22949486736 49.1693443768 0.532301740812 -0.0419984911013 51.3568732158 39.77 10340.0 
E05000156 10 0.297515110813 0.222476190476 2.45431379687 48.9977552303 0.522321817074 -0.104152244005 51.3184555984 44.16 11491.0 
E05000157 10 0.550552251487 0.510433386838 1.43144774688 47.4766648472 0.549506237006 -0.00997398903371 51.3412500093 28.77 7696.0 
E05000158 10 0.648394912174 0.599865047233 2.40954239092 46.7901132512 0.520038092215 -0.118950116414 51.4108165745 36.81 12601.0 
E05000159 10 0.338956078931 0.247660187185 2.61534896654 48.3252466733 0.518966272449 -0.11664440373 51.3404382372 44.6 11415.0 
E05000160 10 0.245742092457 0.174708818636 2.41993481232 51.8442357851 0.522679058491 -0.0806808166359 51.3312111648 47.03 9899.0 
E05000161 10 0.746085011186 0.742880390561 2.1697484591 43.5222036195 0.521327737505 -0.0923125820331 51.389615611 31.22 13105.0 
E05000162 10 0.23597359736 0.198126801153 2.34251881363 51.5132067234 0.519446205876 -0.0610560129842 51.3434436588 45.32 9462.0 
E05000163 10 0.354000590493 0.303905480801 2.13577627772 49.9864442127 0.543954532954 -0.0382954962967 51.3754308766 39.5 10909.0 
E05000164 10 0.722486520774 0.636096845194 2.40013674045 44.7624753775 0.522083267374 -0.0781945523458 51.4054372255 34.43 12634.0 
E05000165 10 0.750172771251 0.703264094955 2.18515482696 45.0282738095 0.532368044448 -0.0955487289043 51.4033717893 33.72 11879.0 
E05000166 10 0.685652038593 0.591394025605 2.40056617127 45.4321548822 0.52461413485 -0.0987495210521 51.4146209267 37.43 12310.0 
E05000167 10 0.566117286317 0.513757523646 2.22210953347 45.0326570205 0.526307596513 -0.111546032944 51.3610379228 34.63 12848.0 
E05000168 10 0.737626903553 0.739623980135 2.16367673179 44.0793532338 0.524211532335 -0.118995085165 51.3921506351 32.4 12556.0 
E05000169 10 0.706769554542 0.622957353527 2.23418162803 43.7283410534 0.53879097348 -0.0662806659942 51.3934765268 33.89 12142.0 
E05000555 11 0.446629213483 0.357271095153 2.08270575578 48.272703515 0.512009149828 -0.137879583961 51.3763604144 39.29 7869.0 
E05000556 11 0.358585858586 0.308995327103 2.08532874719 48.1580314245 0.531132783196 -0.132379490393 51.3519262352 35.6 7998.0 
E05000557 11 0.308337009263 0.212325220093 2.57822410148 49.1808387841 0.520713750936 -0.194061881752 51.3480294375 44.26 8014.0 
E05000558 11 0.400828347906 0.26043956044 2.4243635879 47.8787005502 0.516683647478 -0.169619029672 51.364387004 42.2 7852.0 
E05000559 11 0.331818181818 0.241653418124 2.41114542392 49.9728747204 0.520915121159 -0.163204216282 51.3403772167 44.27 7387.0 
E05000560 11 0.286898839138 0.200664136622 2.52314016709 51.9935483871 0.522481788495 -0.216026922503 51.3478679752 46.22 7962.0 
E05000561 11 0.311721769 0.256215119229 2.16734641856 50.4503712871 0.511856287425 -0.2325929578 51.3705449849 42.64 8350.0 
E05000562 11 0.556952081697 0.487226277372 1.7232495069 45.2035175879 0.535833814195 -0.183397116679 51.3822297625 31.04 8665.0 
E05000563 11 0.377401646844 0.298797939325 2.0 48.9675949367 0.514621314083 -0.210076729047 51.3787984521 39.21 8173.0 
E05000564 11 0.534385569335 0.435326842837 2.25077939893 44.7320392946 0.513898460832 -0.190470211152 51.3652656627 35.66 8706.0 
E05000565 11 0.405555555556 0.317194289261 2.05864156019 49.4928099495 0.527826522938 -0.193306414243 51.3749994189 38.06 7978.0 
E05000566 11 0.422783323547 0.293042867182 2.58494915254 48.0105907873 0.513318396814 -0.187170633943 51.356105552 40.46 8034.0 
