ID ME16distance_608w ME16distance_280w ME16distance_18Bor ME16distance_280w+18Bor ME12distance_608w ME12distance_280w ME12distance_18Bor ME12distance_280w+18Bor EUrdistance_280w EUrdistance_18Bor EUrdistance_280w+18Bor links/N theta_0 theta_edu theta_age theta_gender theta_dist theta_income ME16h_edu ME16h_age ME16h_gender ME16h_income ME12h_edu ME12h_age ME12h_gender ME12h_income EUrh_edu EUrh_age EUrh_gender EUrh_income ME16beta ME12beta EUrbeta ME16J ME12J EUrJ
0 0.376849085115 0.359949083427 0.406992671529 0.385327861219 0.173672445333 0.153002189813 0.172927835567 0.163751551338 0.511108616331 0.489741986665 0.499581881906 1.17449697609 14.0 0.512153763706 -2.28896278255 7.00955961425 4.21127725103 -0.58210283416 0.44 -1.09830579447 2.41474839101 -1.04513530553 0.44 -0.650114478524 1.25873350335 -1.15430257398 0.44 -1.34940255434 0.793607211604 0.0882106053914 1.21805454491 0.408989662234 3.54376004271 25.5785491169 21.4096330316 4.89496744707 
1 0.198174395871 0.189630882263 0.183778312523 0.186473574903 0.356720838508 0.339396061486 0.386801613732 0.364970109408 0.434234130957 0.441592383183 0.438203714395 0.350196925004 14.0 -0.594011098525 0.99809373412 4.15212799516 3.68335962437 1.35792715561 0.44 -1.40919664364 2.20783514711 -1.2850174991 0.44 -0.210040840055 1.05029502768 -0.630702402499 0.44 -1.47597816167 0.165346679482 -0.378743626161 3.83488384437 1.02536787531 2.85581062089 4.30569999031 6.10808672577 29.454866847 
2 0.262156118522 0.241693256908 0.288764194814 0.2670867892 0.32261924883 0.339682871708 0.286393159237 0.310934474191 0.23446506453 0.2263107569 0.230066030151 0.69927327258 14.0 0.191455402341 2.06832992059 3.61063646072 3.91998599117 1.56659609942 0.44 -0.605477607911 2.27285722533 -0.309415250423 0.44 -1.6013448448 1.02728761396 -1.16954157218 0.44 -0.112347887062 0.97207688968 -0.367022202697 3.00322339819 3.20924699736 0.71996891796 17.0426288238 15.8729964776 14.581436499 
3 0.544782425344 0.567021084782 0.509332161353 0.535899428721 0.478546772382 0.462525977336 0.509025082337 0.487611020823 0.219448885664 0.184061195845 0.200358158262 1.08588896396 14.0 -1.98230750392 -0.708178928927 -1.59668340307 -3.40203919565 3.5115142511 0.44 -1.96410777959 1.89236769938 -1.47709817788 0.44 -1.52260972799 1.83331311948 -0.407627515021 0.44 -0.62124748563 0.57629682901 0.126245053227 1.27633596441 3.49754399067 0.0562932644479 33.172484298 30.0647515002 36.2442934464 
4 0.349460072325 0.329661884441 0.381920157391 0.35785384748 0.204866340009 0.217734398047 0.0843314960905 0.145767043044 0.104552391298 0.080877157915 0.0917802259205 0.101099154623 14.0 -1.57924961855 1.96860401927 1.22974085166 2.86088112778 0.641018277485 0.44 -0.598058964434 2.66657175189 -0.803762381001 0.44 -0.00607946248483 0.797484732819 -1.3568046112 0.44 -0.604116691411 0.234659103719 0.263128604341 0.311783102944 2.98653618983 0.303066943308 39.1230036717 21.6871721404 32.4944564804 
5 0.509896601013 0.530690885535 0.474787693985 0.50053258483 0.448172339004 0.43000000084 0.478986994068 0.456427194555 0.349388794223 0.340497574169 0.344592214984 0.0749798131272 14.0 -2.73955387533 -0.336446857829 -0.894717116199 1.26676201596 3.07121978978 0.44 -1.19964792616 1.05386858336 -0.912686218641 0.44 -0.649206657633 1.90694387667 -0.385433021299 0.44 -0.660935374554 0.543714255324 0.530902765275 1.67558609981 2.37260694034 3.07914981946 25.5766676914 36.8132976901 37.9789532771 
6 0.488139000295 0.510034471153 0.453050685898 0.479293218581 0.407647672127 0.425261753927 0.373739912888 0.397467076524 0.50925026293 0.509345358913 0.50930156471 1.07333190515 14.0 1.76828827404 0.853348410181 -0.913783876952 2.10819681586 6.88501281232 0.44 -1.4193128548 0.734674966315 -0.756314199815 0.44 -0.334427811816 0.853715096171 -1.48071588746 0.44 -1.15354504681 0.250497987276 -0.390702826846 2.89677883407 2.12990615559 2.69643455073 38.0435997453 22.7839889641 13.9281161304 
7 0.393639358885 0.413092885081 0.359389009903 0.384121057682 0.180947508673 0.165799153951 0.170995858473 0.168602639285 0.208994357079 0.178299826972 0.192435465837 0.580376711764 14.0 0.597167638345 -0.397750847321 2.21999640308 3.71961232161 4.57777123051 0.44 -1.37252514209 0.589482029451 -1.43271822294 0.44 -0.00632287031902 0.179574349309 -0.354664026947 0.44 -1.27147958978 0.814697101998 0.0416407085624 3.42527676714 0.300938177184 1.34406730374 21.1982879186 27.440301198 20.6456476786 
8 0.299758215345 0.31805499146 0.258967257503 0.286178713931 0.493117348794 0.511339117988 0.461141272717 0.48425870146 0.150040370378 0.125614083682 0.136863031503 0.708831138869 14.0 2.81955840592 1.38923325759 -2.74826806625 -2.33755086763 -2.25411387676 0.44 -0.807193166576 0.689208643155 -1.21125572655 0.44 -1.46293260325 1.64213454671 -1.30739381939 0.44 -0.233572309973 -0.0394193370277 0.249788560196 0.26366548616 3.14644417239 1.33579844927 22.1249980394 1.65188189897 13.1475191221 
9 0.406964711341 0.42458769041 0.372552606988 0.396516132248 0.400473658968 0.417923185658 0.368687682166 0.391361927195 0.14398788707 0.113511307215 0.127546574254 0.510406538899 14.0 -3.28483077634 0.555449509607 -0.459021354861 -2.79438393103 4.08479540219 0.44 -1.22054045002 1.20924795398 -0.714294652282 0.44 -1.5184354643 1.51273901346 -0.994993954374 0.44 -0.317016909321 1.05150566769 0.0949778891685 1.62063244165 1.66544090828 0.0998132699005 11.6107037092 37.3344512728 33.830630166 
