ID,Code,EUreferendum,ME2016,ME2012
6 E09000002 0.375609095831 0.685764308138 0.635861817962
4 E09000003 0.622294809138 0.417434277236 0.35728936749
0 E09000004 0.370483076372 0.344243952687 0.310661440124
2 E09000005 0.597369114691 0.629126561682 0.624236027976
1 E09000006 0.506479126469 0.322100357378 0.232156588606
5 E09000007 0.749424489925 0.651710334789 0.510866820751
10 E09000008 0.542925426858 0.495982421749 0.442483125141
12 E09000009 0.604021712146 0.602205192368 0.531777364917
14 E09000010 0.55822973427 0.569735455528 0.494805061208
16 E09000011 0.555940868232 0.614012847965 0.538384267666
24 E09000012 0.784804170666 0.846557193813 0.729638816853
30 E09000013 0.700231798809 0.491829787234 0.36241538857
15 E09000014 0.755730022863 0.772628699163 0.672368693427
3 E09000015 0.546316911922 0.423730029999 0.440137232269
18 E09000016 0.303416591174 0.292096043749 0.266523460384
13 E09000017 0.436318804408 0.407816680237 0.363694196606
27 E09000018 0.510575619591 0.545024240042 0.501481481481
25 E09000019 0.752165354331 0.780387934839 0.623315976527
31 E09000020 0.68691426588 0.33505734887 0.225979009797
28 E09000021 0.616078339393 0.383493736463 0.316381043055
20 E09000022 0.786223612638 0.723677445721 0.616422964685
17 E09000023 0.698585235352 0.745545631425 0.639975757144
22 E09000024 0.629400599401 0.538708744963 0.45878150667
8 E09000025 0.528448218226 0.789396214633 0.79607573034
19 E09000026 0.539744059641 0.557147525982 0.50932413332
29 E09000027 0.692939727589 0.321376328706 0.246598000151
21 E09000028 0.728120029034 0.739303196954 0.625233464287
11 E09000029 0.462828453453 0.377178947368 0.298688262804
9 E09000030 0.674559985217 0.774358404622 0.687736971229
26 E09000031 0.591021731721 0.68902551388 0.610164311653
23 E09000032 0.750316688201 0.514751355473 0.359843447201
32 E09000033 0.689651644585 0.461371055495 0.34067800208
