version id,singleStoreSize,singleRestoreTime,restoreTime,parent,parent name,child name
223,1049,3878,3917,229,IRMCR2_20150424_05.csv,IRMCR2_20160517_02.csv
224,695,1381,1420,229,IRMCR2_20150424_05.csv,IRMCR2_20161102_11.csv
225,1702,4370,4409,229,IRMCR2_20150424_05.csv,IRMCR2_20141122_07.csv
226,32,32,71,229,IRMCR2_20150424_05.csv,IRMCR2_20150411_04.csv
227,1579,3774,3813,229,IRMCR2_20150424_05.csv,IRMCR2_20160513_05.csv
228,534,993,1032,229,IRMCR2_20150424_05.csv,IRMCR2_20141107_08.csv
229,39,39,39,-1,
230,1065,1065,1104,229,IRMCR2_20150424_05.csv,IRMCR2_20171214_04.csv
231,53,53,53,-1,
232,1070,1070,1123,231,IRMCR2_20160510_02.csv,IRMCR2_20150414_04.csv
233,63,63,63,-1,
234,59,63,116,231,IRMCR2_20160510_02.csv,IRMCR2_20160509_05.csv
235,1314,3228,3281,231,IRMCR2_20160510_02.csv,IRMCR2_20150408_05.csv
236,119,177,230,231,IRMCR2_20160510_02.csv,IRMCR2_20150512_03.csv
237,39,143,196,231,IRMCR2_20160510_02.csv,IRMCR2_20170426_09.csv
238,96,243,296,231,IRMCR2_20160510_02.csv,IRMCR2_20161103_04.csv
239,4959,4959,4959,-1,
240,4486,4486,4486,-1,
241,1340,2294,2337,245,IRMCR2_20171129_07.csv,IRMCR2_20161115_04.csv
242,15146,15146,15146,-1,
243,4441,4441,4484,245,IRMCR2_20171129_07.csv,IRMCR2_20150413_03.csv
244,4188,4188,4231,245,IRMCR2_20171129_07.csv,IRMCR2_20141106_06.csv
245,43,43,43,-1,
246,151,151,194,245,IRMCR2_20171129_07.csv,IRMCR2_20161103_03.csv
247,19926,19926,19926,-1,
248,934,3139,3182,245,IRMCR2_20171129_07.csv,IRMCR2_20181112_03.csv
249,15933,15933,15933,-1,
250,63,63,63,-1,
251,17071,17071,17071,-1,
252,1719,1719,1777,256,IRMCR2_20170426_08.csv,IRMCR2_20160512_02.csv
253,156,156,214,256,IRMCR2_20170426_08.csv,IRMCR2_20160514_03.csv
254,114,114,172,256,IRMCR2_20170426_08.csv,IRMCR2_20150410_05.csv
255,852,852,910,256,IRMCR2_20170426_08.csv,IRMCR2_20160509_07.csv
256,58,58,58,-1,
257,3261,3261,3319,256,IRMCR2_20170426_08.csv,IRMCR2_20150424_06.csv
258,1602,1602,1660,256,IRMCR2_20170426_08.csv,IRMCR2_20160517_03.csv
259,18611,18611,18611,-1,
260,0,0,0,267,Recreation Cost,IRMCR2_20141102_17.csv
261,0,0,0,267,Recreation Cost,IRMCR2_20160513_06.csv
262,0,0,0,267,Recreation Cost,IRMCR2_20181112_01.csv
263,0,0,0,267,Recreation Cost,IRMCR2_20171124_03.csv
264,0,0,0,267,Recreation Cost,IRMCR2_20150515_03.csv
265,0,0,0,267,Recreation Cost,IRMCR2_20150506_02.csv
266,0,0,0,267,Recreation Cost,IRMCR2_20161103_06.csv
267,0,0,0,-1,
268,0,0,0,267,Recreation Cost,IRMCR2_20160519_01.csv
269,0,0,0,267,Recreation Cost,IRMCR2_20170426_06.csv
270,662,662,662,269,IRMCR2_20170426_06.csv,IRMCR2_20171129_08.csv
271,4172,4172,4656,279,IRMCR2_20171129_02.csv,IRMCR2_20161109_03.csv
272,3872,3872,4356,279,IRMCR2_20171129_02.csv,IRMCR2_20171216_04.csv
273,2910,2910,3394,279,IRMCR2_20171129_02.csv,IRMCR2_20181012_01.csv
274,3186,3186,3670,279,IRMCR2_20171129_02.csv,IRMCR2_20150414_02.csv
275,19482,19482,19482,-1,
276,4084,4084,4568,279,IRMCR2_20171129_02.csv,IRMCR2_20181031_01.csv
277,1440,1440,1924,279,IRMCR2_20171129_02.csv,IRMCR2_20141107_10.csv
278,1625,1625,2109,279,IRMCR2_20171129_02.csv,IRMCR2_20180418_05.csv
279,484,484,484,-1,
280,2258,2258,2742,279,IRMCR2_20171129_02.csv,IRMCR2_20171130_02.csv
281,18003,18003,18003,-1,
282,1246,1246,1246,-1,
283,18626,18626,18626,-1,
284,1263,1263,2509,282,IRMCR2_20171204_07.csv,IRMCR2_20180427_01.csv
285,3109,3109,4355,282,IRMCR2_20171204_07.csv,IRMCR2_20141107_09.csv
286,19329,19329,19329,-1,
287,19759,19759,19759,-1,
288,1178,1178,2424,282,IRMCR2_20171204_07.csv,IRMCR2_20141122_05.csv
289,2723,2723,3969,282,IRMCR2_20171204_07.csv,IRMCR2_20160518_01.csv
290,932,932,932,-1,
291,14731,14731,14731,-1,
292,2062,4083,4173,298,IRMCR2_20150413_02.csv,IRMCR2_20141102_16.csv
293,8549,8549,8549,-1,
294,890,890,980,298,IRMCR2_20150413_02.csv,IRMCR2_20141122_06.csv
295,14459,14459,14459,-1,
296,41,132,222,298,IRMCR2_20150413_02.csv,IRMCR2_20150410_03.csv
297,245,586,676,298,IRMCR2_20150413_02.csv,IRMCR2_20180426_03.csv
298,90,90,90,-1,
299,45,175,265,298,IRMCR2_20150413_02.csv,IRMCR2_20141122_01.csv
300,12165,12165,12165,-1,
301,3193,3193,3240,303,IRMCR2_20170426_05.csv,IRMCR2_20141108_04.csv
302,1225,1225,1272,303,IRMCR2_20170426_05.csv,IRMCR2_20161102_07.csv
303,47,47,47,-1,
304,18758,18758,18758,-1,
305,1125,1125,1172,303,IRMCR2_20170426_05.csv,IRMCR2_20171116_03.csv
306,2155,2155,2202,303,IRMCR2_20170426_05.csv,IRMCR2_20181010_02.csv
307,2047,2047,2094,303,IRMCR2_20170426_05.csv,IRMCR2_20161117_04.csv
308,2319,2319,2366,303,IRMCR2_20170426_05.csv,IRMCR2_20141121_06.csv
309,411,411,458,303,IRMCR2_20170426_05.csv,IRMCR2_20180406_01.csv
310,240,240,240,-1,
311,4707,4707,4772,315,IRMCR2_20170426_07.csv,IRMCR2_20160514_01.csv
312,113,249,269,318,IRMCR2_20150420_05.csv,IRMCR2_20171103_04.csv
313,19830,19830,19830,-1,
314,23,24,44,318,IRMCR2_20150420_05.csv,IRMCR2_20171204_01.csv
315,13,45,65,318,IRMCR2_20150420_05.csv,IRMCR2_20170426_07.csv
316,865,2180,2200,318,IRMCR2_20150420_05.csv,IRMCR2_20141108_07.csv
317,798,1996,2016,318,IRMCR2_20150420_05.csv,IRMCR2_20180426_02.csv
318,20,20,20,-1,
319,586,1386,1406,318,IRMCR2_20150420_05.csv,IRMCR2_20150410_10.csv
320,1605,1605,1629,327,IRMCR2_20161117_05.csv,IRMCR2_20150411_07.csv
321,917,917,941,327,IRMCR2_20161117_05.csv,IRMCR2_20150414_01.csv
322,19025,19025,19025,-1,
323,22537,22537,22537,-1,
324,733,733,757,327,IRMCR2_20161117_05.csv,IRMCR2_20150512_02.csv
325,222,222,246,327,IRMCR2_20161117_05.csv,IRMCR2_20160512_05.csv
326,16,16,40,327,IRMCR2_20161117_05.csv,IRMCR2_20150409_05.csv
327,24,24,24,-1,
328,498,498,522,327,IRMCR2_20161117_05.csv,IRMCR2_20150422_07.csv
329,1718,1718,1742,327,IRMCR2_20161117_05.csv,IRMCR2_20160518_02.csv
330,12657,12657,12657,-1,
331,177,177,268,332,IRMCR2_20141111_03.csv,IRMCR2_20170411_10.csv
332,91,91,91,-1,
333,272,272,363,332,IRMCR2_20141111_03.csv,IRMCR2_20160512_04.csv
334,2466,4056,4147,332,IRMCR2_20141111_03.csv,IRMCR2_20150507_07.csv
335,10103,10103,10103,-1,
336,1160,3425,3516,332,IRMCR2_20141111_03.csv,IRMCR2_20150422_06.csv
337,7434,7434,7434,-1,
338,61,105,196,332,IRMCR2_20141111_03.csv,IRMCR2_20170329_04.csv
339,149,179,270,332,IRMCR2_20141111_03.csv,IRMCR2_20141115_04.csv
340,3570,3570,3840,339,IRMCR2_20141115_04.csv,IRMCR2_20160510_01.csv
341,466,466,466,-1,
342,1237,3678,4144,341,IRMCR2_20150420_06.csv,IRMCR2_20160519_04.csv
343,544,544,544,-1,
344,15202,15202,15202,-1,
345,3629,3629,4095,341,IRMCR2_20150420_06.csv,IRMCR2_20141103_04.csv
346,14095,14095,14095,-1,
347,2405,3915,4381,341,IRMCR2_20150420_06.csv,IRMCR2_20160517_04.csv
348,679,679,1145,341,IRMCR2_20150420_06.csv,IRMCR2_20141122_02.csv
349,357,357,823,341,IRMCR2_20150420_06.csv,IRMCR2_20161118_03.csv
350,7541,7541,7541,-1,
351,1954,1954,2149,357,IRMCR2_20160509_02.csv,IRMCR2_20141111_06.csv
352,18071,18071,18071,-1,
353,465,465,660,357,IRMCR2_20160509_02.csv,IRMCR2_20170406_02.csv
354,2914,2914,3109,357,IRMCR2_20160509_02.csv,IRMCR2_20161115_03.csv
355,902,902,1097,357,IRMCR2_20160509_02.csv,IRMCR2_20160512_06.csv
356,1784,1784,1979,357,IRMCR2_20160509_02.csv,IRMCR2_20141114_01.csv
357,195,195,195,-1,
358,18144,18144,18144,-1,
359,16325,16325,16325,-1,
360,56,56,56,-1,
361,197,197,253,360,IRMCR2_20150507_05.csv,IRMCR2_20141115_03.csv
362,3935,3935,3991,360,IRMCR2_20150507_05.csv,IRMCR2_20170331_01.csv
363,3958,3958,4014,360,IRMCR2_20150507_05.csv,IRMCR2_20161104_05.csv
364,645,645,701,360,IRMCR2_20150507_05.csv,IRMCR2_20150408_01.csv
