version id,singleStoreSize,singleRestoreTime,restoreTime,parent,parent name,child name
159,614,1014,38603,150,SMAP_L2_SM_P_39172_D_20220602T000114_R18290_001.h5,SMAP_L2_SM_P_39302_A_20220610T203006_R18290_001.h5
160,1219,1594,40197,159,SMAP_L2_SM_P_39302_A_20220610T203006_R18290_001.h5,SMAP_L2_SM_P_39350_D_20220614T040509_R18290_001.h5
161,1014,1443,41640,160,SMAP_L2_SM_P_39350_D_20220614T040509_R18290_001.h5,SMAP_L2_SM_P_39289_D_20220609T235928_R18290_001.h5
162,668,785,40982,160,SMAP_L2_SM_P_39350_D_20220614T040509_R18290_001.h5,SMAP_L2_SM_P_39080_D_20220526T170254_R18290_001.h5
163,1046,1378,41575,160,SMAP_L2_SM_P_39350_D_20220614T040509_R18290_001.h5,SMAP_L2_SM_P_39377_A_20220615T233410_R18290_001.h5
164,1034,1093,41290,160,SMAP_L2_SM_P_39350_D_20220614T040509_R18290_001.h5,SMAP_L2_SM_P_39194_A_20220603T111649_R18290_001.h5
165,1035,1063,41260,160,SMAP_L2_SM_P_39350_D_20220614T040509_R18290_001.h5,SMAP_L2_SM_P_39478_D_20220622T221031_R18290_001.h5
166,827,1046,41243,160,SMAP_L2_SM_P_39350_D_20220614T040509_R18290_001.h5,SMAP_L2_SM_P_39431_D_20220619T170227_R18290_001.h5
167,874,1260,41457,160,SMAP_L2_SM_P_39350_D_20220614T040509_R18290_001.h5,SMAP_L2_SM_P_39342_D_20220613T145729_R18290_001.h5
168,840,1086,41283,160,SMAP_L2_SM_P_39350_D_20220614T040509_R18290_001.h5,SMAP_L2_SM_P_39542_A_20220627T062303_R18290_001.h5
169,953,1011,41208,160,SMAP_L2_SM_P_39350_D_20220614T040509_R18290_001.h5,SMAP_L2_SM_P_39122_D_20220529T135810_R18290_001.h5
170,742,904,42112,169,SMAP_L2_SM_P_39122_D_20220529T135810_R18290_001.h5,SMAP_L2_SM_P_39481_A_20220623T021641_R18290_001.h5
171,1047,1182,43294,170,SMAP_L2_SM_P_39481_A_20220623T021641_R18290_001.h5,SMAP_L2_SM_P_39134_D_20220530T093941_R18290_001.h5
172,1062,1118,43230,170,SMAP_L2_SM_P_39481_A_20220623T021641_R18290_001.h5,SMAP_L2_SM_P_39267_A_20220608T110414_R18290_001.h5
