version id,singleStoreSize,singleRestoreTime,restoreTime,parent,parent name,child name
972,29,51,137,970,ILATM2_20191119_015600_smooth_nadir3seg_50pt.csv,ILATM2_20191109_005200_smooth_nadir3seg_50pt.csv
973,30,62,148,970,ILATM2_20191119_015600_smooth_nadir3seg_50pt.csv,ILATM2_20191109_005300_smooth_nadir3seg_50pt.csv
974,26,34,120,970,ILATM2_20191119_015600_smooth_nadir3seg_50pt.csv,ILATM2_20191118_032700_smooth_nadir3seg_50pt.csv
975,27,72,158,970,ILATM2_20191119_015600_smooth_nadir3seg_50pt.csv,ILATM2_20191109_013500_smooth_nadir3seg_50pt.csv
976,31,85,171,970,ILATM2_20191119_015600_smooth_nadir3seg_50pt.csv,ILATM2_20191109_003100_smooth_nadir3seg_50pt.csv
977,28,30,188,975,ILATM2_20191109_013500_smooth_nadir3seg_50pt.csv,ILATM2_20191118_022200_smooth_nadir3seg_50pt.csv
978,27,27,113,970,ILATM2_20191119_015600_smooth_nadir3seg_50pt.csv,ILATM2_20191110_005800_smooth_nadir3seg_50pt.csv
979,29,66,152,970,ILATM2_20191119_015600_smooth_nadir3seg_50pt.csv,ILATM2_20191115_025300_smooth_nadir3seg_50pt.csv
980,29,67,219,979,ILATM2_20191115_025300_smooth_nadir3seg_50pt.csv,ILATM2_20191118_030500_smooth_nadir3seg_50pt.csv
981,30,66,285,980,ILATM2_20191118_030500_smooth_nadir3seg_50pt.csv,ILATM2_20191110_020700_smooth_nadir3seg_50pt.csv
982,31,68,287,980,ILATM2_20191118_030500_smooth_nadir3seg_50pt.csv,ILATM2_20191109_002500_smooth_nadir3seg_50pt.csv
983,30,34,253,980,ILATM2_20191118_030500_smooth_nadir3seg_50pt.csv,ILATM2_20191110_004900_smooth_nadir3seg_50pt.csv
984,29,36,321,981,ILATM2_20191110_020700_smooth_nadir3seg_50pt.csv,ILATM2_20191120_024700_smooth_nadir3seg_50pt.csv
985,30,43,262,980,ILATM2_20191118_030500_smooth_nadir3seg_50pt.csv,ILATM2_20191117_022800_smooth_nadir3seg_50pt.csv
986,30,63,282,980,ILATM2_20191118_030500_smooth_nadir3seg_50pt.csv,ILATM2_20191120_030200_smooth_nadir3seg_50pt.csv
987,30,74,293,980,ILATM2_20191118_030500_smooth_nadir3seg_50pt.csv,ILATM2_20191117_041700_smooth_nadir3seg_50pt.csv
988,28,37,322,981,ILATM2_20191110_020700_smooth_nadir3seg_50pt.csv,ILATM2_20191117_020700_smooth_nadir3seg_50pt.csv
989,30,72,357,981,ILATM2_20191110_020700_smooth_nadir3seg_50pt.csv,ILATM2_20191120_015400_smooth_nadir3seg_50pt.csv
990,27,56,413,989,ILATM2_20191120_015400_smooth_nadir3seg_50pt.csv,ILATM2_20191120_040700_smooth_nadir3seg_50pt.csv
