,,Mayoral Election,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assembly List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Constituency Assembly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Winner,,,,Winning Majority,,,,Turnout,,,,% Con,,,,% Lab,,,,% Lib Dem,,,,% Green,,,,% UKIP,,,,% Others,,,,Winner,,,,Winning Majority,,,,Turnout,,,,% Con,,,,% Lab,,,,% Lib Dem,,,,% Green,,,,% UKIP,,,,% Others,,,,Winner,,,,Winning Majority,,,,Turnout,,,,% Con,,,,% Lab,,,,% Lib Dem,,,,% Green,,,,% UKIP,,,,% Others,,,
Codes,Names,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016,2004,2008,2012,2016
E09000019,Islington,LAB - Livingstone,LAB - Livingstone,LAB - Livingstone,LAB - Khan,11969,11746,11936,31773,31.5132031412,45.9300451926,40.8182259101,48.7985745355,17.2825632448,29.2714463324,29.7856349258,16.9909740144,48.562617604,48.7426440116,49.2876282596,60.3771523767,15.8085929333,11.3999171156,5.3101104503,4.6235986509,5.0151578507,5.9709904683,8.6023789295,8.7419605915,4.3670290613,0.5238292582,1.132278936,2.3718815288,8.9640393059,4.0911728139,5.8819684988,6.8944328377,Lab,Lab,Lab,Lab,2120,8588,19733,28816,31.5515890152,45.8161269289,40.8182259101,48.7985745355,14.0681747432,19.928097069,18.2978723404,13.8804733245,27.9988585659,34.2221334532,50.4703676531,53.0289238795,22.4992217495,14.6269203242,7.9546751447,6.2684255574,17.1318875169,16.4344801185,15.3207793266,12.3860502398,6.3557123586,1.3381934389,2.6901442896,3.9031613841,15.4171422642,14.7883690351,5.2661612456,10.5329656147,Lab,Lab,Lab,Lab,1701,9708,20941,32740,31.5515890152,45.8213731648,40.8182259101,48.7985745355,13.9597897361,20.9409486285,18.3792815372,14.0195305062,29.0548962228,37.1487720587,52.6823594935,58.547996627,24.4458895573,18.2162712657,7.4303405573,8.1141364959,15.9350783071,15.3713875486,17.3030615755,12.6839485352,7.9336693221,2.629513999,3.0648516717,4.7207790441,8.6706768547,8.3226204985,1.1401051649,1.7177597041
E09000020,Kensington and Chelsea,CON - Norris,CON - Johnson,CON - Johnson,CON - Goldsmith,7820,19620,18851,10843,34.8186774117,43.1484588467,36.1824991237,42.9822675981,48.6408782018,65.3455101674,68.8902114006,55.5990842025,25.9307661033,21.2119848839,20.1128160012,28.0157720682,13.1352732764,7.5760302321,3.187828292,4.0752989061,2.9389556833,2.7735288825,3.3818925143,4.5331976596,3.1916129407,0.4836242577,1.1203974435,1.8366827779,6.1625137945,2.6093215764,3.3068543483,5.9399643857,Con,Con,Con,Con,11642,18721,13728,10761,34.8700323931,42.9787642011,36.1824991237,42.9822675981,48.8645579886,56.7021542233,57.4168897668,50.7683710534,15.1430888657,14.2056159626,21.7347230525,23.4346821103,13.7846136021,7.9971852087,5.5077586879,5.5957733242,8.8170548025,8.0335050961,7.6339250903,6.6880032513,4.8372146912,0.9420470797,3.2958178463,4.0691914958,10.7809060364,13.0615395092,4.4108855561,9.443978765,Con,Con,Con,Con,12568,20724,14471,10975,34.8700323931,42.9873927424,36.1824991237,42.9822675981,51.7054472494,62.3037126513,59.6930133167,53.5042865502,14.0298865032,15.0716776443,21.981601647,25.5844717495,14.0688168179,9.100439866,6.7521434342,6.9933094202,8.846165364,9.4514210178,8.1202929143,8.8656541759,5.6299224388,1.7047655947,3.4529486879,5.0522781043,5.7197616267,4.0727488206,0,0
E09000021,Kingston upon Thames,LAB - Livingstone,CON - Johnson,CON - Johnson,CON - Goldsmith,650,11748,13886,10435,43.4912867629,48.2166316636,40.8787953592,51.9196155526,30.442938542,49.3741333433,54.4958151498,47.0878174407,31.9670785753,27.3601169284,25.2208378133,29.2906724882,22.8597556686,14.8109283064,6.5271013851,10.3013661249,2.7223485825,2.8426338867,4.7245588514,5.2120819334,5.5431800596,0.8807105648,2.5825901798,3.0204833456,6.464698572,4.7314769704,6.4490966205,5.0875786673,Con,Con,Con,Con,789,8913,7311,8515,43.5282368802,48.1361991152,40.8787953592,51.9196155526,30.9170183497,39.7056609455,39.0006954249,37.131790847,15.486488377,15.0143029208,23.5938718311,22.6667346176,29.0773858099,22.9317223728,14.6439635007,17.1644072979,7.4727785679,7.3716501054,9.1332476345,7.9451635919,8.0673366131,2.0758054803,6.140813015,6.5012061292,12.4227657441,14.9766636555,7.4874085938,8.5906975164,Lib Dem,Con,Con,Con,531,6394,8556,10104,43.5282368802,48.1451360651,40.8787953592,51.9196155526,33.1516046091,42.1520944086,41.2100698117,39.9901389054,12.8202075993,11.4259322098,23.1097947959,22.811432069,34.4157699267,30.0984051578,19.6467103871,20.0214223779,5.9018188744,6.124872752,10.0105775333,9.2643283404,8.8562994001,2.2508765977,6.022847472,7.4145230121,4.8542995905,10.1986954719,0,0.4981552952
E09000022,Lambeth,LAB - Livingstone,LAB - Livingstone,LAB - Livingstone,LAB - Khan,18873,16624,14921,33935,32.2004372523,41.0617176964,36.959237538,44.6260371652,18.517333504,28.9829363068,30.7307620179,21.4263809952,48.7097857908,49.0442400985,49.3855097831,56.1148137548,17.6134636612,12.772427775,5.9273613803,5.3880279675,4.1945959782,4.6339874013,7.0800775145,9.1722206321,3.4922971092,0.5020153018,0.9976870663,1.4494827657,7.4725239566,4.0643931166,5.8786022379,6.4490738848,Lab,Lab,Lab,Lab,6299,11478,23432,28978,32.2773058071,40.9531506356,36.959237538,44.6260371652,17.063517294,21.5796658492,20.5900322947,18.4881565816,31.8619659207,35.4458364038,49.8073542064,47.9979225646,21.8495676501,16.5637797939,8.6272896171,7.3789690218,13.9210325534,13.7791898716,13.4727365678,13.7080184932,4.6827314344,0.8806794158,2.3504033716,2.5244913338,12.6573626653,12.6315280815,5.1521839424,9.9024420049,Lab,Lab,Lab,Lab,4928,12704,26099,31356,32.2773058071,40.9599665049,36.959237538,44.6260371652,17.1755022835,20.9962902796,20.5734085536,20.1756978486,32.4154775248,37.1275125476,53.2204195489,52.1315084129,24.1715040902,21.7261110976,9.8069874786,9.0305025325,11.6867691587,11.8310986107,11.9022303391,14.8864180671,6.2616056343,1.3978129622,2.3704389377,2.6130468901,8.2891413085,8.3189874645,2.126515142,1.1628262487
E09000023,Lewisham,LAB - Livingstone,LAB - Livingstone,LAB - Livingstone,LAB - Khan,15894,12219,15705,32055,35.2589373843,42.7443380032,37.2663985313,47.3873353111,18.2720801117,30.4779566498,29.1847292064,19.3957866218,45.3404407507,46.5488215488,51.8785041327,56.8292227205,17.0407711434,11.0348274411,4.7916305416,4.8288023169,4.5045812187,4.984743266,6.7597248714,8.9686098655,6.0407370823,0.9732744108,1.7051037512,2.9474962631,8.8013896931,5.9803766835,5.6803074967,7.0300822123,Lab,Lab,Lab,Lab,9472,10646,22515,30924,35.2647778576,42.6712442549,37.2663985313,47.3873353111,16.5795878078,21.2167540923,17.8764004337,14.7243691219,33.1183308089,35.2479110104,50.4242862306,50.7193407207,16.998247077,12.2070801592,6.8319479581,6.1225439985,12.7520890417,14.1115533648,13.4990964944,12.8596703604,7.9358055787,1.7489522102,3.7976147452,5.0027935562,17.1480113685,17.2167013733,7.5706541381,10.5712822423,Lab,Lab,Lab,Lab,8016,11185,23127,33959,35.2647778576,42.6651531093,37.2663985313,47.3873353111,18.0091998288,21.800346373,17.2239299385,14.9811992876,33.568677792,36.5873005381,50.7568727526,54.9714205888,19.2768506632,14.2740048386,8.1168077949,7.6832632915,12.3609328199,13.603733425,11.6155318409,15.4387026926,9.6544715447,1.9989159318,3.1855353207,6.0837475699,7.1298673513,13.7346148253,9.1013223524,0.8416665697
E09000024,Merton,LAB - Livingstone,CON - Johnson,CON - Johnson,LAB - Khan,5727,3062,4085,4553,40.592490733,48.9151576484,41.3067438883,49.166044975,28.7443725646,42.8471404949,45.2267323226,37.4100223393,39.5774221617,38.2856376719,38.337914636,43.6884635539,13.5512427647,9.4641500439,4.0287357291,4.776745084,3.0908334279,2.9838961968,3.5919661377,4.9463581456,6.2648961525,0.8804206951,1.8432014031,3.1385311233,8.7712329285,5.5387548974,6.9714497715,6.039879754,Con,Con,Lab,Lab,862,3875,3690,6458,40.5872593567,48.9065449404,41.3067438883,49.166044975,29.2501603834,35.925438334,33.9400464287,31.4914398595,27.6236839126,30.1283585662,40.1473606298,40.3506365233,14.8779199215,9.7076775776,6.897015779,6.4530289728,8.685233405,8.0037101311,7.5648487703,6.8851514486,8.3229555832,1.8655376698,4.3417555428,5.7451712028,15.9006000226,16.2348153911,7.1089728493,9.074571993,Con,Con,Lab,Lab,3463,4599,2779,7408,40.5872593567,48.9015208607,41.3067438883,49.166044975,33.5184319227,39.2025480004,36.3200135169,34.738011327,26.7711012392,32.2932003245,41.0154599983,44.8966718319,14.9715532694,10.6772633034,8.5714285714,6.1914622273,7.5598160705,7.7867251585,7.0423249134,6.8551760076,9.7926895799,3.9902647156,3.360648813,6.2997956749,7.3864079183,10.0402632132,3.6901241869,1.0188829313
E09000025,Newham,LAB - Livingstone,LAB - Livingstone,LAB - Livingstone,LAB - Khan,14180,24613,35249,38929,32.4140109874,36.108147315,33.0119151182,42.7228027044,14.6036504383,22.0861929451,18.4155832335,17.4233385404,43.3195461617,58.9684418737,71.8904076338,65.3070763478,8.8358061701,6.1018371445,2.1436048364,2.2915411014,2.6998823663,2.3945814727,2.4728067115,4.4736097615,5.1322430084,1.0804087871,1.3547339836,2.5584570536,25.4088718552,9.3685377768,3.7228636012,7.9459771953,Lab,Lab,Lab,Lab,7126,19735,41488,42250,32.5064502729,36.0913281369,33.0119151182,42.7228027044,12.9280470992,14.6348693474,10.1442091032,12.7977926877,34.0835413794,43.8853399339,72.466576536,64.1518378063,9.0826098297,5.1223524878,2.4335286165,2.8891968106,5.7700190036,4.7236508619,4.4885083371,5.4356281602,6.4779967955,1.2301946079,2.3569175304,4.0147316219,36.8521071655,31.633787369,8.1102598768,10.7108129133,Lab,Lab,Lab,Lab,6856,14660,40648,42227,32.5064502729,36.0850209451,33.0119151182,42.7228027044,15.2360083628,14.0365189789,9.914390788,13.6031601337,34.4142007076,40.4897874423,71.1792367517,64.9273776967,10.1419266645,5.5445955768,3.1108699584,3.967183227,5.5423769701,5.026921993,4.6391752577,7.3132786387,9.3900771952,1.3320082472,2.268342678,5.3649346703,25.2754100997,34.902176009,8.8879845662,4.1677301732
E09000026,Redbridge,LAB - Livingstone,CON - Johnson,LAB - Livingstone,LAB - Khan,1178,5946,1227,8743,39.4012043446,43.8566832376,36.9855549123,46.9018963427,32.7922077922,45.119005285,43.2398044599,37.2689667312,34.5306965762,37.8278623193,44.8831447131,46.8876518219,12.3804604486,8.0697968143,2.9893524409,3.171756733,2.3317591499,2.0784539736,2.8045268868,3.7647421229,6.4654663518,0.9711714142,2.007634099,3.0705421581,11.4994096812,5.9337101936,4.0755374004,5.836340433,Con,Con,Lab,Lab,4526,5733,11215,13213,39.4197760144,43.8022685129,36.9855549123,46.9018963427,31.5313991921,37.0190067443,31.9969571194,31.2556044004,24.882849798,29.9889638259,46.9644596885,45.7045688166,13.1634226956,7.8503985285,4.0091286418,3.8569210244,6.0433345575,5.3022685469,5.1835737832,4.6508321851,9.3000367242,2.0944206009,4.5402981489,5.8165474706,20.4377524789,19.8393623544,7.3055826182,8.7155261028,Con,Con,Lab,Lab,6514,10062,9111,14910,39.4197760144,43.8049100044,36.9855549123,46.9018963427,34.3892580457,41.4127253499,33.3779246318,33.33625171,24.4158985822,29.0390811382,45.5660642382,49.653625171,13.4948096886,11.6886790133,7.0030634222,4.4344733242,5.7476191934,5.9753068201,4.5643653098,5.8024623803,10.4403343847,3.6351115374,4.3449761214,6.7731874145,11.5120801053,11.8842076785,5.1436062767,0
E09000027,Richmond upon Thames,LAB - Livingstone,CON - Johnson,CON - Johnson,CON - Goldsmith,403,17042,26964,21980,47.5176782557,54.9447969831,48.1613459123,57.1213163712,33.6235190873,50.706204862,61.4398920924,54.105923363,34.3308468627,26.9916368646,20.110053494,25.6229833223,20.8389644581,15.0828660089,6.8331264082,8.3803081548,3.1733216323,3.563725422,5.2421023589,5.7250968653,3.915752523,0.507910886,1.5818273785,1.8167917169,4.1175954366,3.1476559565,4.792998268,4.3488965776,Con,Con,Con,Con,2904,10467,18073,19295,47.5806979637,54.8274243136,48.1613459123,57.1213163712,34.4179611565,41.0654239511,45.4966775624,43.6521086287,13.9034342656,12.6076097724,17.7616131854,18.6760556088,29.3322358628,26.4611907187,17.1646486503,14.8639552645,10.2327454861,9.3650151386,10.771450056,9.6551634867,6.1014693263,1.3561970672,4.3414207449,4.7583296658,8.4954729339,10.5007604191,4.464189801,8.3943873456,Lib Dem,Con,Con,Con,226,5678,14225,21846,47.5806979637,54.8357539869,48.1613459123,57.1213163712,37.2849049611,43.3858443662,45.4953984425,46.9506505624,9.7562697446,7.9744148372,15.8592138878,18.0693069307,37.6837683768,35.4561197698,23.6033734495,18.6395210202,7.1848361307,6.7887268868,11.4130936625,10.7433518221,5.700570057,1.3518797833,3.6289205577,5.2498574465,2.3896507298,6.39489414,0,0.3473122181
E09000028,Southwark,LAB - Livingstone,LAB - Livingstone,LAB - Livingstone,LAB - Khan,8951,15794,15556,31678,34.6807206624,43.3885320787,38.9683118727,44.3941996643,14.8739452474,29.300959129,29.928508975,19.3826314548,43.1335819485,48.7970769402,49.9305662706,54.9666940004,27.7509494922,12.2773450519,6.6926400247,8.4034463004,3.1981989723,4.1352408932,6.5460577071,8.316951799,4.2361958446,0.5332609152,1.3591009618,2.5296833403,6.8071284951,4.9561170705,5.5431260608,6.4005931052,Lab,Lab,Lab,Lab,2797,13610,24244,29091,34.6668439798,43.3226729329,38.9683118727,44.3941996643,13.5270179776,19.266530839,17.9409878127,15.0892488823,31.6660656948,36.0721121195,49.0429762668,47.5232180884,26.8634420234,17.7316787059,11.5792174471,11.3632056013,10.7350744347,11.4897820584,11.9897370109,11.882755622,6.0646645719,1.2693708711,2.9903784477,4.1853879344,14.9384433112,15.4398962771,6.4567030148,9.9561838717,Lab,Lab,Lab,Lab,547,10944,26603,30887,34.6668439798,43.3063398648,38.9683118727,44.3941996643,13.0370234604,19.2513368984,18.1410858901,16.6291081907,30.9805718475,37.1924513319,52.3928465668,51.0865927397,29.9780058651,23.6137821507,13.5433699417,14.0877752739,9.008431085,10.2385944886,11.1099666534,12.479082532,9.2265395894,2.3065374642,3.2187874184,4.4925143354,7.7694281525,9.7038351303,1.5939435296,0.6225038488
E09000029,Sutton,CON - Norris,CON - Johnson,CON - Johnson,CON - Goldsmith,3812,18473,17649,11668,38.5461030264,57.8661876332,39.902776692,46.2459457594,33.0240185589,50.5424230283,55.4939798184,44.7747188716,25.4004759714,22.0760008629,23.634853873,27.1154631998,23.4085954843,17.1325546275,8.6557033774,12.0684697229,1.941883487,1.9616605541,3.1554055274,4.0500658363,8.2835029898,1.3683853669,3.5128256043,6.3611460052,7.9415235086,6.9189755601,5.5472317996,5.6301363643,Con,Con,Con,Con,2171,9881,9041,9064,38.6145765926,57.766682517,39.902776692,46.2459457594,31.95265095,39.3074728156,37.080675963,34.7674838865,12.9553367154,12.2572684507,20.7923467733,21.1177037528,27.6335422262,24.0672476286,18.4736785212,18.0531293296,5.1725852979,4.9633685509,6.244369978,5.5870128306,11.5229284791,3.5474666461,8.289193961,11.8953677489,16.3553168208,19.4046425542,9.1197348034,8.5793024517,Con,Con,Con,Con,1188,5657,5713,11131,38.6145765926,57.7790105845,39.902776692,46.2459457594,34.9371241115,40.9028346968,37.9284151128,37.2696451443,11.4634590851,9.6237415524,20.0195330162,20.204927296,32.5314379442,32.1544005072,27.5958112532,20.4972500565,3.910252516,4.02857894,6.2342876779,7.0443758005,12.9113257599,6.6792446994,8.2219529399,13.7256083779,4.2464005832,13.2904443035,0,0.7157387177
E09000030,Tower Hamlets,LAB - Livingstone,LAB - Livingstone,LAB - Livingstone,LAB - Khan,6072,20121,20202,34573,36.5576599297,44.6764078318,37.7289184462,46.508411683,20.6573247371,26.2373937932,26.8185228343,17.8540481483,33.0065691798,56.3888930514,59.0658770572,61.2716472642,16.2155016372,7.745792936,3.2738997877,3.5489582941,3.3557729464,3.5949230516,5.2516481236,7.121777242,4.8058736196,0.6938096594,1.0487333791,2.3584372528,21.95895788,5.3391875084,4.5413188181,7.8451317987,Lab,Lab,Lab,Lab,828,9942,26296,32714,36.5828099566,44.6193357589,37.7289184462,46.508411683,19.1737584402,19.4129717192,17.1083113833,14.8978624698,20.8278397059,34.1957355696,58.833423249,55.695507944,17.7554037317,8.6374044666,5.1410618514,4.8025839922,8.7957968756,9.1028042942,10.1885056012,9.6874766169,6.1248951217,0.9739197669,2.4070959348,4.185269249,32.8299172959,28.6510839504,6.3216019803,10.7312997281,Lab,Lab,Lab,Lab,35,7414,25978,31234,36.5828099566,44.6050677407,37.7289184462,46.508411683,22.0732893741,19.0042148846,17.0909843109,16.0213885037,22.1489568695,30.0463190504,58.4269484136,55.0429144335,19.0314560588,11.6095497669,5.9446901951,6.7963469635,8.0791265809,9.1848740747,9.3196066575,12.2284272204,8.9374121717,1.0097850856,2.0558189861,5.2571742688,19.729758945,30.1550422233,7.1619514368,1.3930012618
E09000031,Waltham Forest,LAB - Livingstone,LAB - Livingstone,LAB - Livingstone,LAB - Khan,7441,5942,12256,22567,36.1944917464,42.6540393699,37.6346536525,43.9352092086,23.636755514,35.3070749067,32.6482987052,24.0291513488,37.0015805733,43.4874788331,51.1005721168,53.24134003,14.9382139522,10.3321998431,4.3872327612,3.8238492207,3.4467274948,3.2820738742,5.027100271,7.4354062031,6.8180185358,1.0187645415,2.0249924721,3.33971936,14.1587039299,6.5724080014,4.8118036736,8.1305338373,Lab,Lab,Lab,Lab,1954,3680,18030,24124,36.2296802247,42.5963629233,37.6346536525,43.9352092086,21.1532630603,26.8538208733,21.6069848033,18.2540396704,24.6383790822,31.9354304179,48.655095336,49.2653391781,17.1633937967,11.8188848076,5.8686748976,4.8745998894,9.3227745376,8.9770499047,9.0595418473,9.6065097505,9.3227745376,1.9511723605,4.4225085885,6.1086758108,24.1728646084,20.4148139965,10.3871945274,11.8908357008,Lab,Lab,Lab,Lab,1005,3396,16980,26711,36.2296802247,42.5802135182,37.6346536525,43.9352092086,23.1490920074,29.8906944849,22.6979436773,18.8893037869,25.0462491033,34.5954033498,48.2964481698,53.2827730065,17.6312908219,13.9437263622,8.4514261593,6.0814029847,8.7797787594,8.63499716,10.943436049,10.0060517879,12.3135877978,3.6642976878,4.9779895073,7.3291013739,13.0800015102,12.9351786432,4.6327564373,4.4113670602
E09000032,Wandsworth,LAB - Livingstone,CON - Johnson,CON - Johnson,LAB - Khan,5032,13406,22131,2786,37.2275151703,46.1133536129,40.6840011811,50.7979732595,33.6001598295,47.9844579972,54.6572364793,40.7979201724,40.3023441662,34.7973637616,30.7238101418,43.2783995299,12.8969099627,9.7196537478,3.806681158,3.79194601,3.4176877997,3.8058233327,4.5734246072,5.4292760668,3.3271177411,0.4701947669,1.0911765024,1.6204136506,6.4557805008,3.2225063939,5.1476711114,5.0820445703,Con,Con,Con,Con,8694,18525,11188,3504,37.2313802033,46.0564572852,40.6840011811,50.7979732595,36.5257841574,43.5824645394,44.7589734697,38.4772529444,24.9707602339,25.2586599141,32.6339517947,35.3649654486,14.4537480064,9.689608103,6.3128576383,5.6525678148,10.653907496,10.394864389,9.2043089995,8.5161565381,4.4843168527,0.8862687689,2.5424830935,3.227754783,11.2107921318,11.0744030545,4.5474250043,8.761302471,Con,Con,Con,Con,13415,21694,12760,3107,37.2313802033,46.0672093471,40.6840011811,50.7979732595,42.559715283,48.5838909542,47.5408766032,42.4099919993,24.1968379988,27.0780669145,33.6596934391,39.6479687083,13.9347067278,9.9925650558,7.4312196077,5.5267134856,8.6003695846,8.8634448575,7.7662826496,8.6078762557,4.5185134488,1.6158612144,1.8798342091,3.4527513557,6.1898569571,5.4820322181,1.7220934913,0.3546981954
E09000033,Westminster,CON - Norris,CON - Johnson,CON - Johnson,CON - Goldsmith,3183,13924,15011,3550,34.055890411,47.0899713467,37.7476188194,43.8625343587,40.4883325607,53.836896853,57.3591874423,44.3715376755,33.4613771331,30.8831044658,29.6380424746,38.0071353018,12.5968607193,8.5738777798,3.6269621422,4.247118091,3.218756209,3.146997247,3.7599261311,4.962441062,3.3203081882,0.5769769704,1.3185595568,2.1136987038,6.9143651897,2.982146684,4.297322253,6.2980691658,Con,Con,Con,Con,9535,15442,8252,3946,33.9557990868,46.9982808023,37.7476188194,43.8625343587,41.6188289323,47.2510528236,46.8412002884,40.3844434511,20.5665459684,21.648373512,31.5842993695,33.3285650425,14.201183432,8.9249593792,5.8054615712,5.6736700939,9.109776561,8.7624763736,7.7671159428,7.0916405901,5.1797226883,1.1108532016,3.2318301995,4.1001341082,12.0175748477,13.4131379116,4.7700926285,9.4215467143,Con,Con,Con,Con,10976,17615,9053,3664,33.9557990868,46.9799426934,37.7476188194,43.8625343587,44.8910366619,52.3226527447,49.0180032733,42.9775180179,19.3903629014,22.9413040215,32.1808510638,36.408619886,14.5090841504,9.7059363168,6.7140306502,6.7177023199,8.8169694717,10.2763831668,8.5236571939,8.9443866758,6.1219274197,1.8748019282,3.5634578188,4.9517731005,6.270619395,4.7537237503,0,0
H,London,LAB - Livingstone,CON - Johnson,CON - Johnson,LAB - Khan,143125,149752,82013,238961,36.9495354951,45.2187904508,38.4440476506,46.1076037836,29.1048492074,43.1988931211,44.009146583,35.0315233844,36.7845227147,37.0028209854,40.2955885849,44.2330862882,15.2733346712,9.7957454344,4.155537192,4.6209781356,3.0762692857,3.2023024669,4.4787919266,5.8018969095,6.2063029931,0.9282605799,1.9594516578,3.6339783308,9.5547211279,5.8719774123,5.1014840557,6.6785369515,Con,Con,Lab,Lab,65449,170092,202676,290571,36.9715063627,47.8960050865,38.4440476506,46.1076037836,28.4916553044,34.6320391179,31.9875901181,29.2173036722,24.997624343,27.5819062118,41.1377109529,40.3261336649,16.8814723308,11.4097322937,6.7921620183,6.3302947307,8.5654448138,8.4334083421,8.5424032137,7.9504877515,8.3697867674,1.9322251821,4.516460204,6.5401448803,17.5182018038,17.9429140345,7.023673493,9.6356353004,Con,Con,Lab,Lab,117240,226714,211158,326161,36.9715063627,47.8296280161,38.4440476506,46.1076037836,31.169977778,37.4256375689,32.7167425307,31.0685407387,24.6680985885,28.0039097548,42.2814569341,43.5416564687,18.4251521348,13.7148114794,8.7803605328,7.4885885261,7.6666605663,8.0646589001,8.5439581968,9.0560982549,10.0460244758,2.9914943716,4.3416224384,7.6273312448,8.0240864566,12.7909822968,3.3358593671,0.535964499
